institution,accessionNumber,title,rawMedium
Musée Tomi Ungerer,99.2025.3.8,(Sans titre),Xylogravure sur papier chinois
Musée Tomi Ungerer,99.2025.3.9,(Sans titre),Xylogravure sur papier chinois
Musée Tomi Ungerer,99.991.16.7,Left over !,Lavis d'encre de Chine et d'encres de couleur sur papier blanc
Musée Tomi Ungerer,99.991.16.1,What Now ?,"Encre de Chine, lavis d'encres de couleur et gouache sur papier blanc"
Musée Tomi Ungerer,99.991.16.15,E Pluribus Unum ?,"Lavis d'encre de Chine et d'encres de couleur, gouache sur papier blanc"
Musée Tomi Ungerer,99.991.17.594,Today's special G.I.S $ 52 a pound,"Lavis d'encre de Chine, encre de couleur rouge et rehauts de gouache blanche sur papier calque contrecollé sur du papier blanc"
Musée Tomi Ungerer,99.991.16.10,The great Society,Encre de Chine et lavis d'encres de couleur sur papier calque contrecollé sur du papier blanc
Musée Tomi Ungerer,99.991.16.12,Peace talks,Lavis d'encre de Chine et d'encres de couleur sur papier calque contrecollé sur du carton noir
Musée Tomi Ungerer,99.991.16.27,(Sans titre),"Lavis d'encre de Chine et d'encres de couleur, crayons de couleur sur papier blanc découpé et contrecollé sur du papier gris anthracite"
Musée Tomi Ungerer,77.985.1.29,D.A.ughter of the revolution,Encre noire et encre de couleur sur papier
Musée Tomi Ungerer,99.991.3.16,L'Accordeonniste,Lavis d'encre de Chine sur papier calque
Musée Tomi Ungerer,99.991.16.9,(Sans titre),"Encre de Chine, lavis d'encres de couleur, gouache et craies grasses sur papier blanc découpé et contrecollé sur du papier brun"
Musée Tomi Ungerer,99.991.16.32,(Sans titre),Encre de Chine sur papier calque
Musée Tomi Ungerer,"99.991.16.28, D77.989.7.263",Scare who ?,Encre de Chine sur papier-calque
Musée Tomi Ungerer,"99.991.16.14, D77.989.7.246",(Sans titre),Encre de Chine sur papier-calque
Musée Tomi Ungerer,99.991.16.5,War on poverty,"Encre de Chine, lavis d'encres de Chine et de couleur, crayon noir et rehauts de gouache blanche sur papier-calque contrecollé sur papier"
Musée Tomi Ungerer,77.979.17.2308,(Sans titre),Reproduction Offset
Musée Tomi Ungerer,77.979.17.2309,(Sans titre),Reproduction Offset
Musée Tomi Ungerer,77.979.17.2307,(Sans titre),Reproduction Offset
Musée Tomi Ungerer,77.979.17.2310,Es war eine Mutter,Reproduction Offset
Musée Tomi Ungerer,99.2018.0.40,L'oeil du maître,gravure collée sur un montage ancien en papier bleu avec notice collée au verso
Musée Tomi Ungerer,99.2018.0.44,Le paysan du Danube,gravure contrecollée sur du papier canson avec notice collée au verso
Musée Tomi Ungerer,99.2018.0.45,"Le juge arbitre, l'Hospitalier et le Solitaire",gravure collée à un passe-partout en papier bleu et notice collée avec du scotch au verso
Musée Tomi Ungerer,99.2018.0.36,Le petit poisson et le pêcheur,Gravure collée à un passe-partout en papier bleu av notice collée au verso
Musée Tomi Ungerer,99.2018.0.39,Le torrent et la rivière,gravure collée dans un ancien montage en papier bleu avec notice au verso
Musée Tomi Ungerer,99.2018.0.42,Le lion et le moucheron,gravure collée à un montage en papier bleu et notice collée au verso
Musée Tomi Ungerer,99.2018.0.37,Les deux mulets,gravure collée à un passe-partout en papier bleu avec notice collée au verso
Musée Tomi Ungerer,99.2012.1.5,gummi stempel,Photocopie avec rehauts de crayon de bois
Musée Tomi Ungerer,77.979.17.1928,Jugend Forscht '78,Reproduction offset en couleur
Musée Tomi Ungerer,99.2013.0.62,(Sans titre),Reproduction offset
Musée Tomi Ungerer,99.2013.0.59,(Sans titre),Reproduction offset
Musée Tomi Ungerer,99.2013.0.53,Stras’Book,Reproduction offset
Musée Tomi Ungerer,99.991.17.611,Samuel Beckett – Harold Pinter – Luigi Pirandello – Folter Abend – Theater Dortmund – Schauspiel 1986/87,Reproduction en offset couleur sur papier blanc
Musée Tomi Ungerer,99.2012.1.27,(Sans titre),Photocopie avec rehauts encre grise / crayon de bois / crayon de couleur rose
Musée Tomi Ungerer,99.2013.0.54,Montreux XXVIIè Jazz Festival,Reproduction offset
Musée Tomi Ungerer,99.2012.1.26,(Sans titre),Photocopie avec rehauts de crayon de bois / crayon de couleur rose
Musée Tomi Ungerer,99.2009.1.2,(Sans titre),Estampe
Musée Tomi Ungerer,99.2009.1.1,(Sans titre),Estampe
Musée Tomi Ungerer,99.991.21.552,Les hommes naissent et meurent égaux,Offset quadrichromie sur papier couché mat
Musée Tomi Ungerer,99.002.2.13 (2),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (73),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (81),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (61),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (65),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (85),(Sans titre),
Musée Tomi Ungerer,99.002.2.19 (20),(Sans titre),Gravure
Musée Tomi Ungerer,99.002.2.14 (68),(Sans titre),
Musée Tomi Ungerer,99.002.2.13 (23),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (67),(Sans titre),
Musée Tomi Ungerer,99.002.2.19 (29),(Sans titre),Gravure
Musée Tomi Ungerer,99.002.2.14 (79),(Sans titre),
Musée Tomi Ungerer,99.002.2.13 (12),(Sans titre),
Musée Tomi Ungerer,99.002.2.31,(Sans titre),Bois enveloppé dans du papier bolloré
Musée Tomi Ungerer,99.002.2.13 (22),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (60),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (89),(Sans titre),Gravure
Musée Tomi Ungerer,99.002.2.14 (72),(Sans titre),
Musée Tomi Ungerer,99.002.2.13 (26),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (58),(Sans titre),
Musée Tomi Ungerer,99.002.2.19 (15),(Sans titre),Gravure
Musée Tomi Ungerer,99.002.2.14 (59),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (78),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (82),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (77),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (74),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (62),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (80),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (75),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (88),(Sans titre),
Musée Tomi Ungerer,99.002.2.19 (9),(Sans titre),Gravure
Musée Tomi Ungerer,99.002.2.14 (69),(Sans titre),
Musée Tomi Ungerer,99.002.2.13 (4),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (86),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (66),(Sans titre),
Musée Tomi Ungerer,99.002.2.13 (18),(Sans titre),
Musée Tomi Ungerer,99.002.2.13 (27),(Sans titre),
Musée Tomi Ungerer,99.002.2.13 (9),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (70),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (71),(Sans titre),
Musée Tomi Ungerer,99.002.2.13 (16),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (76),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (83),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (87),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (84),(Sans titre),
Musée Tomi Ungerer,99.002.2.14 (64),(Sans titre),
Musée Tomi Ungerer,99.2009.1.5,(Sans titre),Estampes
Musée Tomi Ungerer,99.2009.1.4,(Sans titre),Estampes
Musée Tomi Ungerer,99.2009.1.3,(Sans titre),Estampes
Musée Tomi Ungerer,99.991.2.31,(Sans titre),Gravure sur papier blanc
Musée Tomi Ungerer,99.991.2.18,(Sans titre),Gravure sur papier blanc
Musée Tomi Ungerer,99.991.2.30,(Sans titre),Gravure sur papier blanc
Musée Tomi Ungerer,99.991.2.21,(Sans titre),Gravure sur papier blanc
Musée Tomi Ungerer,99.991.2.15,(Sans titre),Gravure sur papier blanc
Musée Tomi Ungerer,99.991.2.20,(Sans titre),Gravure sur papier blanc
Musée Tomi Ungerer,99.991.2.17,(Sans titre),Gravure sur papier blanc
Musée Tomi Ungerer,99.2012.0.52,(Sans titre),Encre et crayons sur papier calque
Musée Tomi Ungerer,99.991.2.16,(Sans titre),Gravure sur papier blanc
Musée Tomi Ungerer,99.991.2.19,(Sans titre),Gravure sur papier blanc
Musée Tomi Ungerer,99.2009.0.3 (3),(Sans titre),Serigraphie
Musée Tomi Ungerer,99.2009.0.2 (9),Psychiatrist,42
Musée Tomi Ungerer,99.991.16.50,Bal masqué ou démasqué,Encre de Chine sur papier blanc
Musée Tomi Ungerer,99.991.16.31,Heavy load,"Encre de Chine, feutre et crayon de couleur sur papier calque"
Musée Tomi Ungerer,99.2018.0.184,Ex Libris Pauli Broder,Encre noire sur papier
Musée Tomi Ungerer,99.2018.0.185,Ex Libris Heinz Trillich,Encre noire sur papier
Musée Tomi Ungerer,99.2008.1.298 (A-B),(Sans titre),Estampe sur papier
Musée Tomi Ungerer,99.2021.13.13,(Sans titre),Estampe
Musée Tomi Ungerer,99.2021.13.17,Le temps perdu,Estampe
Musée Tomi Ungerer,99.2021.13.11,(Sans titre),Estampe
Musée Tomi Ungerer,99.991.16.65,(Sans titre),Crayon gras sur papier blanc
Musée Tomi Ungerer,99.2008.56.2,"François, toujours parmi nous",Encre de Chine et crayon noir sur papier blanc
Musée Tomi Ungerer,99.2008.56.4,Si la liberté avait des ailes,Crayon gras noir et encres de couleur sur papier blanc
Musée Tomi Ungerer,99.2008.56.1,Die Nachbarn,Encre noire et crayon noir sur papier
Musée Tomi Ungerer,99.2008.56.3,(Sans titre),"Encre de Chine, encres de couleur et lavis sur papier blanc"
Musée Tomi Ungerer,99.2018.0.94,Ex Libris Alice Essler,Gravure sur support plastique
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2022.1.19,Babble of Voices,Impression numérique pigmentaire sur papier
"Les Abattoirs, Musée – Frac Occitanie Toulouse",PI2022CN01736,"En sortie, le scientifique de l'Espace : point sur la conception",Ensemble de 20 risographies sur papier
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2022.1.25,Sans titre,Impression jet d'encre sur papier
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2022.1.26,A Map of my Neighborhood Seen Through my Handkerchief,Impression sur papier mat
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2022.1.15,Construction mentale,Impression jet d'encre sur papier
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2022.1.24,Sans titre,Oeuvre à protocole. Impression jet d'encre sur papier plié.
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2021.2.61,(Courtisane),Estampe japonaise sur papier
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2021.2.83,Vagabond,Essai sur papier
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2021.2.40 (2),Hommage à Memling,Estampe sur papier
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2021.2.69,(Sans titre),Tirage offset
"Les Abattoirs, Musée – Frac Occitanie Toulouse",DOC.2022.1.1,Carton à dessin sérigraphié en blanc et noir,
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2021.1.25,Pachakutec,Tectonique
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2021.1.23,Sagittaire,Tectonique
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2021.1.19,The Reverse,Poudre de pierre volcanique floquée sur Arches Expression Noir 300gr
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2021.1.24,Interstellaire,Tectonique
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2001.3.3 (1-3),Sans titre (Série I),3 estampes indissociables
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2025.2.15,"Super Oum Vulvalavie, 2",Impression pigmentaire
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2025.2.10,"Eden, la suite",Impression pigmentaire
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2025.2.14,La lignée totemique,Impression pigmentaire et dorure à la feuille d'or
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2025.2.12,"L'oeil du tigre, le mental, j'ai encore faim",Impression pigmentaire
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2025.2.13,Graines germées,Impression pigmentaire
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2011.2.19,"Spécimen éléphantesque , étude 1","Gravure XIXe siècle signée, cachetée et encadrée par l'artiste. Oeil mobile en plastique collé sur le verre du cadre."
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2011.2.20,EA Lord of the depths,Xylogravure sur papier rehaussée d'aquarelle et d'encre
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2018.3.7,Bougeoirs,Impression pigmentaire
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2018.3.10,Sans titre,Feuille d'or sur papier Canson bleu
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2018.3.3,100 x 100 = 10 000 (back/front),Impression pigmentaire sur papier
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2018.3.4,Maison Voiture Chien,Impression pigmentaire sur papier Beaux-Arts 240 grammes
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2025.2.19,In your brain,Impression pigmentaire et autocollants
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2025.2.27 (1-9),Fiat Lux,Estampe polychrome et cadre gravé et découpé
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2018.3.50,A rock is a river (Wallpaper Blue-Green),Wallpaper. Oeuvre à produire d'après le fichier numérique de l'artiste.
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2018.3.49,A rock is a river (Wallpaper B&M),Wallpaper. Oeuvre à produire d'après le fichier numérique de l'artiste.
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2023.2.25,La liberté de choisir,Heliogravure au sucre
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2023.2.26,"L’Amour et la Mort, Cupidon, l’enfant dieu de l’amour, au lieu de tirer des flèches, tient un pinceau et dessine la mort. La mort à son tour dessine l’enfant",Heliogravure au sucre
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2024.1.11,Sans titre,Photographie couleur
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2024.1.20,Ulysses,Photographie couleur
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2021.3.6,"Je cherchais la fraicheur, j’ai marché jusqu’au sang",Ecriture sur papier d'écolier
"Les Abattoirs, Musée – Frac Occitanie Toulouse",1997.5.3,(Sans titre),Affiche
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2018.3.11,Sans titre,Feuille d'or sur papier Canson blanc
"Les Abattoirs, Musée – Frac Occitanie Toulouse",2024.1.42,Attaque,Gravure sur lino marouflé sur toile
"LaM, Lille Métropole Musée d'art moderne",2020.2.16,Le Café,Huile essentielle de lavande sur vernis
"LaM, Lille Métropole Musée d'art moderne",2020.2.6,Tree of Life (arbre de vie),Huile essentielle de lavande sur vernis
"LaM, Lille Métropole Musée d'art moderne",FNAC 96598,Storm at Saint-Honoré,gravure
"LaM, Lille Métropole Musée d'art moderne",2012.2.1 (37),Emboîtage du portfolio,
"LaM, Lille Métropole Musée d'art moderne",2012.2.1 (35),Préface par Jean Arp et sommaire des planches,
"LaM, Lille Métropole Musée d'art moderne",2012.2.1 (36),Feuillet de titre,
"LaM, Lille Métropole Musée d'art moderne",999.143.2,Homme de face,Xylogravure à la gouache sur papier à fibre longue
"LaM, Lille Métropole Musée d'art moderne",2003.7.21,(Sans titre),Encre sur papier
"LaM, Lille Métropole Musée d'art moderne",985.14.3,Aton,Gravure
"LaM, Lille Métropole Musée d'art moderne",978.15.1,Le baiser,Estampe sur papier
"LaM, Lille Métropole Musée d'art moderne",2020.3.3,Château de sable,Flan de stéréotypie
"LaM, Lille Métropole Musée d'art moderne",2020.3.1,Rivage,Flan de stéréotypie
"LaM, Lille Métropole Musée d'art moderne",2020.3.9,Etoile des neiges,Flan de stéréotypie
"LaM, Lille Métropole Musée d'art moderne",2020.3.5,Galaxie II,Flan de stéréotypie
"LaM, Lille Métropole Musée d'art moderne",2020.3.6,Accident,Flan de stéréotypie
"LaM, Lille Métropole Musée d'art moderne",2020.3.7,Pouce,Flan de stéréotypie
"LaM, Lille Métropole Musée d'art moderne",2020.3.4,Galaxie I,Flan de stéréotypie
"LaM, Lille Métropole Musée d'art moderne",2020.3.2,A fer et à sang,Flan de stéréotypie
"LaM, Lille Métropole Musée d'art moderne",2020.3.8,Nu au soleil,Flan de stéréotypie
"LaM, Lille Métropole Musée d'art moderne",983.12.1,sans titre,Gouache sur affiche imprimée
"LaM, Lille Métropole Musée d'art moderne",2006.11.1,Diary,Photographie sérigraphiée sur papier
"LaM, Lille Métropole Musée d'art moderne",2007.1.26 (1à63),Proposals 1967/74,"63 blue-prints, 4 tubes carton noir, 2 sangles"
"LaM, Lille Métropole Musée d'art moderne",2025.13.11,Sounds,Gravure
"LaM, Lille Métropole Musée d'art moderne",978.11.1 (A à H),Textes empruntés,Calque et encre sur papier teinté
"LaM, Lille Métropole Musée d'art moderne",986.5.4,Accorps,"Papier imprimé roulé en forme de cylindre, deux cylindres en calque imprimés"
MAC VAL,2009-1162-1,L'eau,"Retouches, colorimétrie et impression pigmentaire sur papier Arches photorag 308g"
MAC VAL,2009-1162-2,L'eau,"Retouches, colorimétrie et impression pigmentaire sur papier Arches photorag 308g"
MAC VAL,2005-1030,Je suis un monument,Impression numérique sur papier velin Arches
